type_pre,type_post,total,offset,weight,share
hDeltaL,PFL2,7,4,7,1.0
vDeltaI_a,FC,7,0,7,1.0
vDeltaI_b,FC1E,7,0,7,1.0
hDeltaJ,vDeltaK,7,4,7,1.0
FC3_b,FS3_a,7,0,7,1.0
PFNm_a,hDeltaE,7,-1,7,1.0
hDeltaC,FS1B_a,7,0,3,0.429
hDeltaC,FS1B_a,7,4,4,0.571
hDeltaB,FS1A_c,7,-3,4,0.571
hDeltaB,FS1A_c,7,4,3,0.429
hDeltaF,PFL2,7,-3,3,0.429
hDeltaF,PFL2,7,4,4,0.571
FS3_c,PFGs,7,-1,3,0.429
FS3_c,PFGs,7,0,2,0.286
FS3_c,PFGs,7,1,2,0.286
PFNm_b,vDeltaH,7,0,3,0.429
PFNm_b,vDeltaH,7,1,4,0.571
FS1A_b,FC1E,7,0,7,1.0
FS2,hDeltaM,7,-1,2,0.286
FS2,hDeltaM,7,3,2,0.286
FS2,hDeltaM,7,4,3,0.429
FS3_b,hDeltaG,7,0,3,0.429
FS3_b,hDeltaG,7,4,4,0.571
vDeltaM,FC2A,7,-1,3,0.429
vDeltaM,FC2A,7,0,3,0.429
vDeltaM,FC2A,7,2,1,0.143
PFNd,vDeltaI_a,7,0,4,0.571
PFNd,vDeltaI_a,7,1,3,0.429
FC2A,vDeltaH,7,0,2,0.286
FC2A,vDeltaH,7,1,5,0.714
hDeltaA,vDeltaE,7,-3,4,0.571
hDeltaA,vDeltaE,7,4,3,0.429
hDeltaK,PFNd,7,-2,1,0.143
hDeltaK,PFNd,7,0,3,0.429
hDeltaK,PFNd,7,1,1,0.143
hDeltaK,PFNd,7,3,2,0.286
vDeltaK,hDeltaC,7,-1,2,0.286
vDeltaK,hDeltaC,7,0,1,0.143
vDeltaK,hDeltaC,7,4,4,0.571
PFNd,PFL1,7,-1,1,0.143
PFNd,PFL1,7,0,2,0.286
PFNd,PFL1,7,1,4,0.571
PFR_b,FC1F,7,-1,4,0.571
PFR_b,FC1F,7,0,3,0.429
hDeltaB,FC1E,7,-3,3,0.429
hDeltaB,FC1E,7,3,1,0.143
hDeltaB,FC1E,7,4,3,0.429
FC2C,PFNm_a,7,-1,1,0.143
FC2C,PFNm_a,7,0,2,0.286
FC2C,PFNm_a,7,1,4,0.571
FS3_c,FS4A,7,-3,1,0.143
FS3_c,FS4A,7,-2,2,0.286
FS3_c,FS4A,7,0,2,0.286
FS3_c,FS4A,7,1,1,0.143
FS3_c,FS4A,7,3,1,0.143
vDeltaK,FC2C,7,-1,1,0.143
vDeltaK,FC2C,7,0,4,0.571
vDeltaK,FC2C,7,1,2,0.286
vDeltaI_a,hDeltaJ,7,1,1,0.143
vDeltaI_a,hDeltaJ,7,3,2,0.286
vDeltaI_a,hDeltaJ,7,4,4,0.571
vDeltaI_a,PFGs,7,-1,3,0.429
vDeltaI_a,PFGs,7,0,3,0.429
vDeltaI_a,PFGs,7,1,1,0.143
FC1E,PFL2,7,0,6,0.857
FC1E,PFL2,7,1,1,0.143
vDeltaJ,PFR_a,7,-1,1,0.143
vDeltaJ,PFR_a,7,0,5,0.714
vDeltaJ,PFR_a,7,1,1,0.143
FC1C_a,PFNa,7,0,4,0.571
FC1C_a,PFNa,7,1,3,0.429
FC1C_a,PFNd,7,-1,6,0.857
FC1C_a,PFNd,7,0,1,0.143
FC1C_b,FR1,7,-1,1,0.143
FC1C_b,FR1,7,0,3,0.429
FC1C_b,FR1,7,1,3,0.429
FS1B_a,vDeltaG,7,0,4,0.571
FS1B_a,vDeltaG,7,1,3,0.429
vDeltaG,FC1C_b,7,-1,2,0.286
vDeltaG,FC1C_b,7,0,5,0.714
hDeltaI,FS3_c,7,-2,1,0.143
hDeltaI,FS3_c,7,4,6,0.857
FC1F,FS1A_b,7,0,6,0.857
FC1F,FS1A_b,7,2,1,0.143
vDeltaH,FC2C,7,-1,1,0.143
vDeltaH,FC2C,7,0,5,0.714
vDeltaH,FC2C,7,1,1,0.143
PFNm_b,vDeltaK,7,0,7,1.0
hDeltaH,FS4C,7,-3,4,0.571
hDeltaH,FS4C,7,4,3,0.429
vDeltaH,FS1A_c,7,-2,2,0.286
vDeltaH,FS1A_c,7,-1,3,0.429
vDeltaH,FS1A_c,7,0,2,0.286
FS1A_c,FC2B,7,-3,1,0.143
FS1A_c,FC2B,7,-2,3,0.429
FS1A_c,FC2B,7,0,2,0.286
FS1A_c,FC2B,7,1,1,0.143
PFNm_b,vDeltaA_a,7,0,6,0.857
PFNm_b,vDeltaA_a,7,1,1,0.143
FC2B,PFL1,7,0,6,0.857
FC2B,PFL1,7,2,1,0.143
hDeltaA,FS4A,7,-3,2,0.286
hDeltaA,FS4A,7,2,2,0.286
hDeltaA,FS4A,7,4,3,0.429
FC1C_a,FC3_b,7,-3,1,0.143
FC1C_a,FC3_b,7,-1,2,0.286
FC1C_a,FC3_b,7,0,4,0.571
hDeltaJ,FS4A,7,-3,1,0.143
hDeltaJ,FS4A,7,4,6,0.857
FS3_c,hDeltaG,7,-1,1,0.143
FS3_c,hDeltaG,7,0,3,0.429
FS3_c,hDeltaG,7,3,2,0.286
FS3_c,hDeltaG,7,4,1,0.143
PFNd,FC1D,7,0,5,0.714
PFNd,FC1D,7,1,2,0.286
FC3_b,FS3_b,7,0,5,0.714
FC3_b,FS3_b,7,1,2,0.286
hDeltaC,PFR_b,7,-3,2,0.286
hDeltaC,PFR_b,7,-2,1,0.143
hDeltaC,PFR_b,7,4,4,0.571
FC3_a,FS1A_a,7,-1,3,0.429
FC3_a,FS1A_a,7,0,4,0.571
FC3_b,PFL2,7,-3,1,0.143
FC3_b,PFL2,7,-1,2,0.286
FC3_b,PFL2,7,0,3,0.429
FC3_b,PFL2,7,1,1,0.143
FC3_a,FS3_b,7,-2,1,0.143
FC3_a,FS3_b,7,-1,1,0.143
FC3_a,FS3_b,7,0,4,0.571
FC3_a,FS3_b,7,1,1,0.143
PFNd,hDeltaM,7,0,7,1.0
FC1A,PFNd,7,-1,3,0.429
FC1A,PFNd,7,0,4,0.571
FC3_a,FS4A,7,0,7,1.0
FC2B,FC1C_a,7,-1,2,0.286
FC2B,FC1C_a,7,0,4,0.571
FC2B,FC1C_a,7,1,1,0.143
FC1E,PFNd,7,-1,3,0.429
FC1E,PFNd,7,0,3,0.429
FC1E,PFNd,7,1,1,0.143
FC2C,PFNv,7,-1,4,0.571
FC2C,PFNv,7,0,3,0.429
FC1D,FS1A_a,7,0,4,0.571
FC1D,FS1A_a,7,1,3,0.429
hDeltaJ,vDeltaM,7,-3,4,0.571
hDeltaJ,vDeltaM,7,3,1,0.143
hDeltaJ,vDeltaM,7,4,2,0.286
hDeltaE,vDeltaA_b,7,-3,4,0.571
hDeltaE,vDeltaA_b,7,2,1,0.143
hDeltaE,vDeltaA_b,7,4,2,0.286
PFNm_b,PFNv,7,-1,2,0.286
PFNm_b,PFNv,7,0,4,0.571
PFNm_b,PFNv,7,1,1,0.143
vDeltaI_a,FS2,7,-1,2,0.286
vDeltaI_a,FS2,7,0,3,0.429
vDeltaI_a,FS2,7,1,2,0.286
FC1C_b,FC2B,7,-3,2,0.286
FC1C_b,FC2B,7,-2,1,0.143
FC1C_b,FC2B,7,-1,1,0.143
FC1C_b,FC2B,7,0,3,0.429
PFNa,vDeltaD,7,-1,1,0.143
PFNa,vDeltaD,7,0,6,0.857
FS1B_a,FS3_d,7,-3,1,0.143
FS1B_a,FS3_d,7,-2,1,0.143
FS1B_a,FS3_d,7,-1,2,0.286
FS1B_a,FS3_d,7,0,1,0.143
FS1B_a,FS3_d,7,2,2,0.286
vDeltaH,vDeltaF,7,-1,2,0.286
vDeltaH,vDeltaF,7,0,4,0.571
vDeltaH,vDeltaF,7,1,1,0.143
FS2,PFNd,7,-1,6,0.857
FS2,PFNd,7,0,1,0.143
vDeltaD,FS1B_b,7,-1,2,0.286
vDeltaD,FS1B_b,7,0,5,0.714
FC2C,vDeltaH,7,0,4,0.571
FC2C,vDeltaH,7,1,3,0.429
vDeltaI_b,FS1A_a,7,-1,3,0.429
vDeltaI_b,FS1A_a,7,0,4,0.571
FS1B_a,FC2C,7,-3,1,0.143
FS1B_a,FC2C,7,0,3,0.429
FS1B_a,FC2C,7,1,2,0.286
FS1B_a,FC2C,7,3,1,0.143
FS3_c,FS1A_b,7,-1,1,0.143
FS3_c,FS1A_b,7,0,3,0.429
FS3_c,FS1A_b,7,1,2,0.286
FS3_c,FS1A_b,7,4,1,0.143
vDeltaA_a,PFL3,7,-1,3,0.429
vDeltaA_a,PFL3,7,0,4,0.571
vDeltaA_a,vDeltaC,7,0,5,0.714
vDeltaA_a,vDeltaC,7,1,2,0.286
hDeltaI,FC1A,6,-3,1,0.167
hDeltaI,FC1A,6,4,5,0.833
PFL1,hDeltaC,6,-1,4,0.667
PFL1,hDeltaC,6,0,1,0.167
PFL1,hDeltaC,6,1,1,0.167
vDeltaI_b,vDeltaD,6,0,6,1.0
hDeltaF,hDeltaM,6,4,6,1.0
PFL1,FC2A,6,-2,3,0.5
PFL1,FC2A,6,2,3,0.5
FC1A,vDeltaI_b,6,0,6,1.0
FC1D,vDeltaE,6,-2,1,0.167
FC1D,vDeltaE,6,0,5,0.833
PFR_a,FS3_a,6,0,5,0.833
PFR_a,FS3_a,6,1,1,0.167
hDeltaC,hDeltaB,6,0,5,0.833
hDeltaC,hDeltaB,6,4,1,0.167
hDeltaB,hDeltaF,6,3,6,1.0
PFL1,PFNv,6,-1,1,0.167
PFL1,PFNv,6,0,1,0.167
PFL1,PFNv,6,2,4,0.667
PFL2,hDeltaM,6,0,2,0.333
PFL2,hDeltaM,6,3,2,0.333
PFL2,hDeltaM,6,4,2,0.333
FC3_b,FS1A_b,6,0,6,1.0
FS3_d,FS1A_c,6,0,3,0.5
FS3_d,FS1A_c,6,4,3,0.5
FS1A_c,FC1C_b,6,-3,2,0.333
FS1A_c,FC1C_b,6,0,4,0.667
FC2A,PFNd,6,-1,3,0.5
FC2A,PFNd,6,0,3,0.5
FC2A,vDeltaJ,6,-1,1,0.167
FC2A,vDeltaJ,6,0,5,0.833
FS3_d,FS3_a,6,-3,2,0.333
FS3_d,FS3_a,6,-2,1,0.167
FS3_d,FS3_a,6,-1,1,0.167
FS3_d,FS3_a,6,2,1,0.167
FS3_d,FS3_a,6,4,1,0.167
vDeltaA_a,PFGs,6,0,6,1.0
hDeltaJ,FC,6,-3,3,0.5
hDeltaJ,FC,6,4,3,0.5
vDeltaA_b,hDeltaL,6,-1,1,0.167
vDeltaA_b,hDeltaL,6,0,3,0.5
vDeltaA_b,hDeltaL,6,4,2,0.333
vDeltaB,FS4B,6,-1,3,0.5
vDeltaB,FS4B,6,0,3,0.5
PFGs,FS3_b,6,-1,5,0.833
PFGs,FS3_b,6,0,1,0.167
vDeltaE,FS3_d,6,-1,1,0.167
vDeltaE,FS3_d,6,0,3,0.5
vDeltaE,FS3_d,6,1,2,0.333
FS3_c,FS4C,6,0,3,0.5
FS3_c,FS4C,6,1,1,0.167
FS3_c,FS4C,6,2,2,0.333
FC,FS1B_a,6,-3,1,0.167
FC,FS1B_a,6,-2,2,0.333
FC,FS1B_a,6,0,2,0.333
FC,FS1B_a,6,1,1,0.167
FC1C_a,FS1A_a,6,0,5,0.833
FC1C_a,FS1A_a,6,3,1,0.167
FC1C_a,FC2B,6,-2,2,0.333
FC1C_a,FC2B,6,-1,1,0.167
FC1C_a,FC2B,6,0,3,0.5
FC2B,FS4B,6,0,6,1.0
FS3_c,FS1B_a,6,-2,1,0.167
FS3_c,FS1B_a,6,0,2,0.333
FS3_c,FS1B_a,6,4,3,0.5
vDeltaD,FC3_c,6,-1,2,0.333
vDeltaD,FC3_c,6,0,4,0.667
PFNm_b,vDeltaG,6,0,6,1.0
PFNa,FS1A_b,6,0,4,0.667
PFNa,FS1A_b,6,1,2,0.333
FC1B,hDeltaG,6,-1,4,0.667
FC1B,hDeltaG,6,0,2,0.333
FC1B,hDeltaA,6,-1,2,0.333
FC1B,hDeltaA,6,0,3,0.5
FC1B,hDeltaA,6,1,1,0.167
hDeltaM,hDeltaL,6,0,2,0.333
hDeltaM,hDeltaL,6,1,1,0.167
hDeltaM,hDeltaL,6,4,3,0.5
FC1F,FS3_c,6,0,5,0.833
FC1F,FS3_c,6,1,1,0.167
FC1B,PFL2,6,-1,1,0.167
FC1B,PFL2,6,0,4,0.667
FC1B,PFL2,6,1,1,0.167
PFNm_a,hDeltaL,6,-1,4,0.667
PFNm_a,hDeltaL,6,0,2,0.333
hDeltaK,FC3_b,6,-3,1,0.167
hDeltaK,FC3_b,6,4,5,0.833
PFNd,FC1B,6,0,3,0.5
PFNd,FC1B,6,1,3,0.5
FC3_c,vDeltaK,6,0,5,0.833
FC3_c,vDeltaK,6,1,1,0.167
PFNv,FR1,6,0,5,0.833
PFNv,FR1,6,1,1,0.167
PFNv,FS1B_b,6,-1,2,0.333
PFNv,FS1B_b,6,0,1,0.167
PFNv,FS1B_b,6,1,3,0.5
FC,FS4C,6,0,6,1.0
PFNd,FC1F,6,0,4,0.667
PFNd,FC1F,6,1,1,0.167
PFNd,FC1F,6,2,1,0.167
PFNa,FS3_b,6,-1,2,0.333
PFNa,FS3_b,6,0,3,0.5
PFNa,FS3_b,6,1,1,0.167
hDeltaA,FC1C_b,6,-3,2,0.333
hDeltaA,FC1C_b,6,4,4,0.667
PFNm_a,FS1A_a,6,-1,1,0.167
PFNm_a,FS1A_a,6,0,5,0.833
FC1B,PFGs,6,-1,1,0.167
FC1B,PFGs,6,0,5,0.833
hDeltaB,FC1D,6,-3,2,0.333
hDeltaB,FC1D,6,4,4,0.667
hDeltaB,vDeltaA_a,6,-3,3,0.5
hDeltaB,vDeltaA_a,6,4,3,0.5
hDeltaD,hDeltaL,6,0,5,0.833
hDeltaD,hDeltaL,6,4,1,0.167
hDeltaC,FS4A,6,3,2,0.333
hDeltaC,FS4A,6,4,4,0.667
hDeltaI,FS3_b,6,-3,1,0.167
hDeltaI,FS3_b,6,4,5,0.833
FC1C_a,FS3_b,6,0,5,0.833
FC1C_a,FS3_b,6,1,1,0.167
PFNa,hDeltaB,6,-1,3,0.5
PFNa,hDeltaB,6,0,2,0.333
PFNa,hDeltaB,6,4,1,0.167
vDeltaH,hDeltaC,6,-2,1,0.167
vDeltaH,hDeltaC,6,-1,2,0.333
vDeltaH,hDeltaC,6,0,1,0.167
vDeltaH,hDeltaC,6,3,2,0.333
FC1F,FS3_a,6,-2,1,0.167
FC1F,FS3_a,6,0,4,0.667
FC1F,FS3_a,6,1,1,0.167
hDeltaK,hDeltaJ,6,0,6,1.0
vDeltaG,hDeltaK,6,0,1,0.167
vDeltaG,hDeltaK,6,3,4,0.667
vDeltaG,hDeltaK,6,4,1,0.167
FC1F,PFL2,6,-3,1,0.167
FC1F,PFL2,6,-1,1,0.167
FC1F,PFL2,6,0,4,0.667
FC3_c,hDeltaF,6,0,4,0.667
FC3_c,hDeltaF,6,4,2,0.333
hDeltaL,vDeltaF,6,-3,3,0.5
hDeltaL,vDeltaF,6,-2,1,0.167
hDeltaL,vDeltaF,6,3,2,0.333
FC3_a,vDeltaB,6,-1,2,0.333
FC3_a,vDeltaB,6,0,3,0.5
FC3_a,vDeltaB,6,1,1,0.167
FC2C,vDeltaB,6,-1,2,0.333
FC2C,vDeltaB,6,0,4,0.667
hDeltaG,FC3_b,6,-3,4,0.667
hDeltaG,FC3_b,6,4,2,0.333
FC2A,vDeltaF,6,-1,2,0.333
FC2A,vDeltaF,6,0,3,0.5
FC2A,vDeltaF,6,1,1,0.167
PFNd,FS4C,6,0,2,0.333
PFNd,FS4C,6,1,4,0.667
PFNv,PFL1,6,-2,2,0.333
PFNv,PFL1,6,0,1,0.167
PFNv,PFL1,6,1,1,0.167
PFNv,PFL1,6,2,2,0.333
PFNa,PFL2,6,0,5,0.833
PFNa,PFL2,6,1,1,0.167
FC3_a,FS3_d,6,-1,1,0.167
FC3_a,FS3_d,6,0,5,0.833
PFNd,FS1B_b,6,0,2,0.333
PFNd,FS1B_b,6,1,4,0.667
hDeltaB,FS1B_a,6,-3,2,0.333
hDeltaB,FS1B_a,6,1,1,0.167
hDeltaB,FS1B_a,6,4,3,0.5
PFGs,FS3_a,6,-1,1,0.167
PFGs,FS3_a,6,0,4,0.667
PFGs,FS3_a,6,1,1,0.167
hDeltaK,hDeltaL,6,-3,1,0.167
hDeltaK,hDeltaL,6,0,1,0.167
hDeltaK,hDeltaL,6,4,4,0.667
vDeltaI_b,hDeltaJ,6,-3,1,0.167
vDeltaI_b,hDeltaJ,6,-1,1,0.167
vDeltaI_b,hDeltaJ,6,3,2,0.333
vDeltaI_b,hDeltaJ,6,4,2,0.333
vDeltaC,hDeltaK,6,-3,2,0.333
vDeltaC,hDeltaK,6,3,1,0.167
vDeltaC,hDeltaK,6,4,3,0.5
vDeltaH,FC3_b,6,-2,1,0.167
vDeltaH,FC3_b,6,0,4,0.667
vDeltaH,FC3_b,6,1,1,0.167
FR1,FC2C,6,-3,1,0.167
FR1,FC2C,6,-2,1,0.167
FR1,FC2C,6,-1,1,0.167
FR1,FC2C,6,0,1,0.167
FR1,FC2C,6,1,1,0.167
FR1,FC2C,6,3,1,0.167
FC1B,hDeltaB,6,-3,1,0.167
FC1B,hDeltaB,6,-1,1,0.167
FC1B,hDeltaB,6,3,1,0.167
FC1B,hDeltaB,6,4,3,0.5
vDeltaI_a,PFR_a,6,-1,1,0.167
vDeltaI_a,PFR_a,6,0,4,0.667
vDeltaI_a,PFR_a,6,1,1,0.167
PFR_b,FS3_c,6,0,6,1.0
vDeltaJ,hDeltaG,6,-1,2,0.333
vDeltaJ,hDeltaG,6,0,3,0.5
vDeltaJ,hDeltaG,6,1,1,0.167
vDeltaH,FC3_a,6,-1,2,0.333
vDeltaH,FC3_a,6,0,3,0.5
vDeltaH,FC3_a,6,1,1,0.167
hDeltaB,FS1B_b,6,-3,4,0.667
hDeltaB,FS1B_b,6,4,2,0.333
FC1B,PFNv,6,-1,1,0.167
FC1B,PFNv,6,0,5,0.833
FC1C_b,hDeltaH,6,-1,5,0.833
FC1C_b,hDeltaH,6,0,1,0.167
FC1C_b,FS1A_a,6,-1,1,0.167
FC1C_b,FS1A_a,6,0,3,0.5
FC1C_b,FS1A_a,6,2,2,0.333
FS1A_b,FS1B_b,6,-3,1,0.167
FS1A_b,FS1B_b,6,-1,1,0.167
FS1A_b,FS1B_b,6,0,2,0.333
FS1A_b,FS1B_b,6,1,1,0.167
FS1A_b,FS1B_b,6,4,1,0.167
FC2A,FC1C_a,6,-2,1,0.167
FC2A,FC1C_a,6,0,5,0.833
hDeltaM,FC1E,6,-3,3,0.5
hDeltaM,FC1E,6,4,3,0.5
vDeltaK,hDeltaB,6,-1,1,0.167
vDeltaK,hDeltaB,6,3,2,0.333
vDeltaK,hDeltaB,6,4,3,0.5
vDeltaC,FS4A,6,-1,2,0.333
vDeltaC,FS4A,6,0,4,0.667
FS1B_b,FS3_b,6,-3,2,0.333
FS1B_b,FS3_b,6,1,1,0.167
FS1B_b,FS3_b,6,2,2,0.333
FS1B_b,FS3_b,6,3,1,0.167
FS3_a,FS4C,6,0,4,0.667
FS3_a,FS4C,6,1,1,0.167
FS3_a,FS4C,6,3,1,0.167
FS2,vDeltaB,6,-1,1,0.167
FS2,vDeltaB,6,0,5,0.833
FS3_b,PFL2,6,-1,1,0.167
FS3_b,PFL2,6,0,3,0.5
FS3_b,PFL2,6,1,2,0.333
FS3_d,FS3_c,6,-3,1,0.167
FS3_d,FS3_c,6,-1,2,0.333
FS3_d,FS3_c,6,0,1,0.167
FS3_d,FS3_c,6,2,1,0.167
FS3_d,FS3_c,6,4,1,0.167
FS1A_a,vDeltaJ,5,-1,5,1.0
FC1A,FS3_a,5,0,5,1.0
hDeltaD,FS1A_a,5,4,5,1.0
FS1A_b,vDeltaK,5,-1,5,1.0
PFL3,hDeltaG,5,-1,1,0.2
PFL3,hDeltaG,5,3,4,0.8
hDeltaK,hDeltaE,5,0,4,0.8
hDeltaK,hDeltaE,5,3,1,0.2
FS1A_b,vDeltaE,5,-1,5,1.0
PFNv,FS3_d,5,0,5,1.0
vDeltaG,hDeltaI,5,-1,5,1.0
PFNa,vDeltaC,5,-1,1,0.2
PFNa,vDeltaC,5,0,4,0.8
FC,FS4A,5,-1,1,0.2
FC,FS4A,5,0,4,0.8
FC,FC,5,-3,1,0.2
FC,FC,5,1,3,0.6
FC,FC,5,4,1,0.2
vDeltaL,FS1A_a,5,0,2,0.4
vDeltaL,FS1A_a,5,1,3,0.6
hDeltaD,FS1B_b,5,-3,2,0.4
hDeltaD,FS1B_b,5,4,3,0.6
FS1A_b,FS3_b,5,0,4,0.8
FS1A_b,FS3_b,5,3,1,0.2
hDeltaA,FS3_c,5,-3,3,0.6
hDeltaA,FS3_c,5,4,2,0.4
PFL1,PFR_a,5,-3,1,0.2
PFL1,PFR_a,5,-2,2,0.4
PFL1,PFR_a,5,-1,1,0.2
PFL1,PFR_a,5,1,1,0.2
hDeltaC,hDeltaE,5,-1,2,0.4
hDeltaC,hDeltaE,5,0,2,0.4
hDeltaC,hDeltaE,5,4,1,0.2
hDeltaI,PFNd,5,3,2,0.4
hDeltaI,PFNd,5,4,3,0.6
hDeltaB,hDeltaD,5,4,5,1.0
hDeltaI,vDeltaH,5,-3,3,0.6
hDeltaI,vDeltaH,5,1,1,0.2
hDeltaI,vDeltaH,5,4,1,0.2
hDeltaI,FC1F,5,-3,2,0.4
hDeltaI,FC1F,5,-1,1,0.2
hDeltaI,FC1F,5,4,2,0.4
vDeltaA_a,hDeltaG,5,-1,2,0.4
vDeltaA_a,hDeltaG,5,0,1,0.2
vDeltaA_a,hDeltaG,5,4,2,0.4
FC1A,FS4A,5,-1,1,0.2
FC1A,FS4A,5,0,1,0.2
FC1A,FS4A,5,1,3,0.6
vDeltaI_a,FS1A_c,5,0,4,0.8
vDeltaI_a,FS1A_c,5,1,1,0.2
vDeltaE,hDeltaE,5,-2,2,0.4
vDeltaE,hDeltaE,5,-1,2,0.4
vDeltaE,hDeltaE,5,3,1,0.2
FS1B_b,FS4A,5,1,1,0.2
FS1B_b,FS4A,5,2,1,0.2
FS1B_b,FS4A,5,3,2,0.4
FS1B_b,FS4A,5,4,1,0.2
FS4C,vDeltaA_b,5,0,5,1.0
PFNm_a,PFL2,5,0,5,1.0
vDeltaM,hDeltaH,5,-2,1,0.2
vDeltaM,hDeltaH,5,0,3,0.6
vDeltaM,hDeltaH,5,3,1,0.2
vDeltaD,FC3_a,5,-1,1,0.2
vDeltaD,FC3_a,5,0,2,0.4
vDeltaD,FC3_a,5,1,2,0.4
FS1B_a,PFL2,5,0,2,0.4
FS1B_a,PFL2,5,1,2,0.4
FS1B_a,PFL2,5,2,1,0.2
hDeltaC,hDeltaI,5,-1,1,0.2
hDeltaC,hDeltaI,5,0,4,0.8
PFNm_a,FC,5,-1,1,0.2
PFNm_a,FC,5,0,1,0.2
PFNm_a,FC,5,1,3,0.6
hDeltaI,hDeltaL,5,0,3,0.6
hDeltaI,hDeltaL,5,4,2,0.4
FS3_b,FC2C,5,0,5,1.0
hDeltaM,FS3_d,5,-3,2,0.4
hDeltaM,FS3_d,5,4,3,0.6
FC1F,vDeltaC,5,0,4,0.8
FC1F,vDeltaC,5,1,1,0.2
hDeltaC,hDeltaD,5,0,5,1.0
FC3_c,vDeltaJ,5,0,3,0.6
FC3_c,vDeltaJ,5,1,2,0.4
vDeltaI_a,PFNv,5,-1,2,0.4
vDeltaI_a,PFNv,5,0,3,0.6
FS1B_b,FS4B,5,0,2,0.4
FS1B_b,FS4B,5,3,3,0.6
PFNv,FS4A,5,-1,1,0.2
PFNv,FS4A,5,0,2,0.4
PFNv,FS4A,5,1,2,0.4
PFNa,hDeltaK,5,-1,1,0.2
PFNa,hDeltaK,5,0,2,0.4
PFNa,hDeltaK,5,1,1,0.2
PFNa,hDeltaK,5,4,1,0.2
FS1A_b,FS4C,5,-1,1,0.2
FS1A_b,FS4C,5,0,3,0.6
FS1A_b,FS4C,5,1,1,0.2
vDeltaA_b,FS2,5,-1,3,0.6
vDeltaA_b,FS2,5,0,2,0.4
FC1A,FS3_d,5,0,4,0.8
FC1A,FS3_d,5,1,1,0.2
hDeltaB,vDeltaJ,5,-3,4,0.8
hDeltaB,vDeltaJ,5,4,1,0.2
FC1F,hDeltaM,5,-2,1,0.2
FC1F,hDeltaM,5,-1,2,0.4
FC1F,hDeltaM,5,0,2,0.4
PFR_a,FC,5,0,5,1.0
FC1C_a,FR1,5,0,5,1.0
hDeltaI,FC1B,5,4,5,1.0
PFNa,FS4A,5,-1,2,0.4
PFNa,FS4A,5,0,3,0.6
PFNm_a,FS1A_b,5,0,3,0.6
PFNm_a,FS1A_b,5,1,2,0.4
FC1A,hDeltaG,5,-1,5,1.0
hDeltaB,FC,5,-3,3,0.6
hDeltaB,FC,5,4,2,0.4
hDeltaC,PFNd,5,1,3,0.6
hDeltaC,PFNd,5,2,2,0.4
hDeltaL,PFR_b,5,-3,1,0.2
hDeltaL,PFR_b,5,-2,1,0.2
hDeltaL,PFR_b,5,1,1,0.2
hDeltaL,PFR_b,5,4,2,0.4
FC2C,vDeltaA_a,5,-1,1,0.2
FC2C,vDeltaA_a,5,0,4,0.8
PFNd,FS4A,5,0,2,0.4
PFNd,FS4A,5,1,3,0.6
PFNd,FC1E,5,0,2,0.4
PFNd,FC1E,5,1,3,0.6
PFNd,FC1A,5,0,2,0.4
PFNd,FC1A,5,1,3,0.6
PFNa,hDeltaD,5,-1,1,0.2
PFNa,hDeltaD,5,0,4,0.8
PFNd,FC2A,5,0,3,0.6
PFNd,FC2A,5,1,2,0.4
vDeltaF,vDeltaD,5,-1,1,0.2
vDeltaF,vDeltaD,5,0,1,0.2
vDeltaF,vDeltaD,5,1,3,0.6
hDeltaC,vDeltaK,5,2,1,0.2
hDeltaC,vDeltaK,5,3,2,0.4
hDeltaC,vDeltaK,5,4,2,0.4
hDeltaL,FC3_c,5,3,1,0.2
hDeltaL,FC3_c,5,4,4,0.8
vDeltaF,hDeltaI,5,-1,5,1.0
FC3_a,FR2,5,-1,1,0.2
FC3_a,FR2,5,0,2,0.4
FC3_a,FR2,5,2,2,0.4
hDeltaG,hDeltaJ,5,0,4,0.8
hDeltaG,hDeltaJ,5,3,1,0.2
PFNv,PFL3,5,0,2,0.4
PFNv,PFL3,5,3,2,0.4
PFNv,PFL3,5,4,1,0.2
vDeltaK,vDeltaG,5,0,2,0.4
vDeltaK,vDeltaG,5,1,3,0.6
vDeltaK,FC3_b,5,0,4,0.8
vDeltaK,FC3_b,5,1,1,0.2
PFNa,FS1A_c,5,-1,2,0.4
PFNa,FS1A_c,5,0,2,0.4
PFNa,FS1A_c,5,1,1,0.2
PFNv,FS1B_a,5,-1,1,0.2
PFNv,FS1B_a,5,0,2,0.4
PFNv,FS1B_a,5,1,2,0.4
PFNv,hDeltaF,5,-2,1,0.2
PFNv,hDeltaF,5,-1,2,0.4
PFNv,hDeltaF,5,0,1,0.2
PFNv,hDeltaF,5,1,1,0.2
PFGs,FS3_d,5,0,5,1.0
PFR_a,FS3_b,5,0,5,1.0
PFR_a,FS3_c,5,0,5,1.0
vDeltaG,vDeltaJ,5,-1,1,0.2
vDeltaG,vDeltaJ,5,0,3,0.6
vDeltaG,vDeltaJ,5,1,1,0.2
PFNd,FS1A_a,5,-1,2,0.4
PFNd,FS1A_a,5,0,2,0.4
PFNd,FS1A_a,5,1,1,0.2
hDeltaK,hDeltaG,5,0,1,0.2
hDeltaK,hDeltaG,5,4,4,0.8
hDeltaL,PFR_a,5,-3,3,0.6
hDeltaL,PFR_a,5,0,1,0.2
hDeltaL,PFR_a,5,4,1,0.2
